"sdate","stime","vessel","id","depth","Chl_a_Holm_Hansen_F","Phaeo_Holm_HansenF","Chl_int","Phaeo_int","Chl_int_50m","Phaeo_int_50m","doy","O2_Electrode","o2_ml","o2_um","Salinity_Sal_PSS","NO2NO3_Tech_F","SiO4_Tech_F","PO4_Tech_F","NH3_Tech_F","NO2_Tech_F"
"24-May-2006","16:00","Opilio",295214,50,0.705040406976744,0.273757118023256,NA,NA,NA,NA,NA,90.7685324653758,7.5735,338,"30.814",8.4085,6.089,1.0015,2.975,0.174
"24-May-2006","16:00","Opilio",295213,60,0.617749689922481,0.82012986007752,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.682,20.1565,1.8605,2.338,0.1675
"24-May-2006","16:00","Opilio",295212,70,1.21117034883721,0.824696901162791,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.945,19.2475,1.2815,1.3075,0.17
"24-May-2006","16:00","Opilio",295211,80,1.2845746124031,0.845984137596899,NA,NA,NA,NA,NA,75.127067127479,6.1355,274,"32",11.665,20.4125,1.3005,1.2845,0.1695
"14-Jun-2006","12:42","CapBreton",295230,1,2.75265988372093,1.10601874127907,72.7332021434109,43.4837745915891,54.7714584418605,32.1249021681395,165,110.684765674601,7.195,321.5,"26.913",0.668,13.222,0.229,0.528,0.1195
"14-Jun-2006","12:42","CapBreton",295229,5,2.87964925968992,1.83314669531008,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.223,12.6085,0.302,0.5755,0.135
"14-Jun-2006","12:42","CapBreton",295228,10,1.55984060077519,1.16254002422481,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1145,8.6025,0.341,0.9515,0.1115
"14-Jun-2006","12:42","CapBreton",295227,20,0.752043100775194,0.408654849224806,NA,NA,NA,NA,NA,89.2709842414086,6.8705,307,"29.795000000000002",4.504,7.4235,0.7915,2.9785,0.215
"14-Jun-2006","12:42","CapBreton",295226,30,0.517029631782946,0.245219768217054,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1845,5.809,0.657,1.863,0.1925
"14-Jun-2006","12:42","CapBreton",295225,40,0.436453585271318,0.299810039728682,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1755,8.3115,0.957,2.6335,0.2495
"14-Jun-2006","12:42","CapBreton",295224,50,0.960197887596899,0.460357812403101,NA,NA,NA,NA,NA,76.432996014056,6.358,284,"31.34",10.7555,18.4385,1.317,2.07875,0.27825
"14-Jun-2006","12:42","CapBreton",295223,60,0.570746996124031,0.373402828875969,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7575,19.48275,1.322,2.00325,0.223
"14-Jun-2006","12:42","CapBreton",295222,70,0.409594903100775,0.309344871899225,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2235,19.614,1.325,1.1255,0.175
"14-Jun-2006","12:42","CapBreton",295221,80,0.671467054263566,0.445921270736434,NA,NA,NA,NA,NA,68.6578806125614,5.5295,247,"32.185000000000002",12.9235,21.963,1.4155,1.1935,0.189
"07-Jul-2006","12:51","CapBreton",295240,1,0.825797965116279,0.310500034883721,244.158990067829,49.8969329321705,162.458469234496,31.7926700155039,188,100.398858525656,5.911,264,"28.021000000000001",0,0.2945,0.0605,0.6435,0.0585
"07-Jul-2006","12:51","CapBreton",295239,5,1.19281928294574,0.511627717054263,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.4245,0.091,1.04,0.0565
"07-Jul-2006","12:51","CapBreton",295238,10,2.28791414728682,0.758701852713178,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.715,0.213,0.2945,0.046
"07-Jul-2006","12:51","CapBreton",295237,20,8.56122713178295,1.24506811821705,NA,NA,NA,NA,NA,86.0071984810982,6.613,295.5,"30.335999999999999",2.3465,2.402,0.5875,0.98,0.178
"07-Jul-2006","12:51","CapBreton",295236,30,1.26622354651163,0.319859078488372,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.735,8.7705,0.921,1.8885,0.2355
"07-Jul-2006","12:51","CapBreton",295235,40,2.82606414728682,0.511811227713178,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4405,8.618,0.915,1.315,0.2245
"07-Jul-2006","12:51","CapBreton",295234,50,2.18377684108527,0.420239408914729,NA,NA,NA,NA,NA,67.1193400093124,5.3965,241,"31.318000000000001",9.1245,12.271,1.1085,1.6425,0.2045
"07-Jul-2006","12:51","CapBreton",295233,60,1.2845746124031,0.396199512596899,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.38,14.0725,1.2095,1.236,0.1865
"07-Jul-2006","12:51","CapBreton",295232,70,2.65693255813954,0.580096941860464,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.753,23.4285,1.4765,0.992,0.197
"07-Jul-2006","12:51","CapBreton",295231,80,6.27331298449612,1.24802026550388,NA,NA,NA,NA,NA,51.9428810380104,4.187,187,"32.210999999999999",13.6435,24.801,1.6255,1.3075,0.198
"20-Sep-2006","15:58","Teleost",304165,1,1.0084335483871,0.742207091612903,25.249322,25.76705152,23.2001487741936,18.8470323458065,263,100.985919322138,5.8775,262.5,"29.28",NA,NA,NA,NA,NA
"20-Sep-2006","15:58","Teleost",304164,5,1.03364438709677,0.607581212903226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20-Sep-2006","15:58","Teleost",304163,10,1.03364438709677,0.529427612903226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20-Sep-2006","15:58","Teleost",304162,20,0.375306580645161,0.423933259354839,NA,NA,NA,NA,NA,92.9910649664431,5.663,253,"29.280999999999999",NA,NA,NA,NA,NA
"20-Sep-2006","15:58","Teleost",304161,30,0.273321096774194,0.318521063225806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20-Sep-2006","15:58","Teleost",304160,40,0.100217419354839,0.180185780645161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20-Sep-2006","15:58","Teleost",304159,50,0.0565329032258064,0.137837496774194,NA,NA,NA,NA,NA,78.363506081965,6.1905,276.5,"31.913",NA,NA,NA,NA,NA
"20-Sep-2006","15:58","Teleost",304158,60,0.0603874193548387,0.205676980645161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20-Sep-2006","15:58","Teleost",304157,70,0.0815883870967742,0.262388252903226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20-Sep-2006","15:58","Teleost",304156,80,0.0693501290322581,0.310035870967742,NA,NA,NA,NA,NA,56.9529589840652,4.54,202.5,"32.414999999999999",NA,NA,NA,NA,NA
"11-Oct-2006","12:39","CapBreton",295250,1,3.00957480620155,0.87277669379845,51.4775335368217,33.2671482256783,46.2858905135659,25.6246007489341,284,103.51877448971,6.9085,308.5,"29.616",0.7095,3.153,0.4035,0.603,0.0765
"11-Oct-2006","12:39","CapBreton",295249,5,2.34893643410853,0.870574565891472,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9405,3.141,0.4865,1.1325,0.078
"11-Oct-2006","12:39","CapBreton",295248,10,2.51409602713178,0.823779347868217,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.989,3.2525,0.479,0.9005,0.0825
"11-Oct-2006","12:39","CapBreton",295247,20,0.416309573643411,0.484530626356589,NA,NA,NA,NA,NA,99.1333858764664,6.6415,296.5,"lost samp",1.9275,2.718,0.606,2.0655,0.1035
"11-Oct-2006","12:39","CapBreton",295246,30,0.127261868217054,0.278329191782946,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.966,3.7895,0.779,2.8425,0.1545
"11-Oct-2006","12:39","CapBreton",295245,40,0.138490856589147,0.382983363410853,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.28,4.485,0.8765,3.078,0.1655
"11-Oct-2006","12:39","CapBreton",295244,50,0.202121790697674,0.290381639302326,NA,NA,NA,NA,NA,86.7565006425586,6.6665,297.5,"30.94",5.5775,5.242,0.911,1.462,0.1875
"11-Oct-2006","12:39","CapBreton",295243,60,0.121647374031008,0.233244803468992,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.096,10.282,1.108,0.444,0.1005
"11-Oct-2006","12:39","CapBreton",295242,70,0.189021304263566,0.211741290736434,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.9745,21.552,1.4135,0.9085,0.1015
"11-Oct-2006","12:39","CapBreton",295241,80,0.214869457364341,0.348155667635659,NA,NA,NA,NA,NA,60.0341816294518,4.789,214,"32.302",16.579,28.8585,1.606,0.7905,0.123
"08-Nov-2006","15:48","Opilio",295260,1,0.221584127906977,0.514679497093023,4.82789982267442,24.0702313398256,3.51785117926357,16.0492713707364,312,97.2885031221571,7.1845,321,"29.969000000000001",6.5365,7.9955,0.889,1.306,0.197
"08-Nov-2006","15:48","Opilio",295259,5,0.0954464011627907,0.363257773837209,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.904,7.9985,0.895,1.1065,0.1935
"08-Nov-2006","15:48","Opilio",295258,10,0.0673739302325582,0.304417874767442,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.755,7.809,0.879,1.3355,0.1975
"08-Nov-2006","15:48","Opilio",295257,20,0.0786029186046512,0.302845816395349,NA,NA,NA,NA,NA,97.003433426267,7.159,320,"29.995999999999999",6.8495,7.9815,0.892,1.374,0.1925
"08-Nov-2006","15:48","Opilio",295256,30,0.0393014593023256,0.267306068197674,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8485,7.939,0.888,1.442,0.1945
"08-Nov-2006","15:48","Opilio",295255,40,0.0524019457364341,0.343532184263566,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8845,7.856,0.8985,1.3895,0.194
"08-Nov-2006","15:48","Opilio",295254,50,0.0430444554263566,0.290119629573643,NA,NA,NA,NA,NA,95.7000301037465,7.072,315.5,"30.745000000000001",6.7595,6.95,0.9485,1.108,0.2045
"08-Nov-2006","15:48","Opilio",295253,60,0.0374299612403101,0.27159179875969,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.177,5.9825,0.9055,1.37,0.2
"08-Nov-2006","15:48","Opilio",295252,70,0.0505304476744186,0.244005917325581,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.096,6.964,0.975,1.1525,0.2115
"08-Nov-2006","15:48","Opilio",295251,80,0.0430444554263566,0.282876932073643,NA,NA,NA,NA,NA,81.121294388297,6.2625,279.5,"31.376999999999999",9.97,12.243,1.196,1.218,0.1795
"06-Dec-2006","15:08","CapBreton",295270,1,0.637893701550388,0.323579973449612,20.6106812306202,25.0939660318798,16.3804387887597,16.3313209737403,340,100.694049838007,7.6585,342,"29.414000000000001",6.441,8.3055,0.779,2.1135,0.231
"06-Dec-2006","15:08","CapBreton",295269,5,0.476741608527132,0.285507791472868,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.61,8.3545,0.7985,1.8025,0.228
"06-Dec-2006","15:08","CapBreton",295268,10,0.295445503875969,0.267579621124031,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.124,7.728,0.7575,1.778,0.23
"06-Dec-2006","15:08","CapBreton",295267,20,0.282016162790698,0.281008962209302,NA,NA,NA,NA,NA,100.800031496921,7.622,340.5,"29.593",6.252,7.9355,0.7815,1.4885,0.2385
"06-Dec-2006","15:08","CapBreton",295266,30,0.288730833333333,0.317603916666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1595,7.5185,0.7615,1.348,0.237
"06-Dec-2006","15:08","CapBreton",295265,40,0.315589515503876,0.463983734496124,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.0585,7.345,0.7815,1.9045,0.2385
"06-Dec-2006","15:08","CapBreton",295264,50,0.248442810077519,0.288596539922481,NA,NA,NA,NA,NA,100.812987100673,7.544,336.5,"29.911000000000001",5.8245,7.037,0.7635,1.684,0.2445
"06-Dec-2006","15:08","CapBreton",295263,60,0.0805760465116279,0.231253253488372,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5585,7.451,0.893,2.4615,0.2095
"06-Dec-2006","15:08","CapBreton",295262,70,0.114149399224806,0.223665675775194,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.445,10.152,1.044,0.9455,0.0925
"06-Dec-2006","15:08","CapBreton",295261,80,0.208154786821705,0.554094613178294,NA,NA,NA,NA,NA,75.0339792945651,5.754,257,"31.640999999999998",11.9775,20.37,1.4105,1.05,0.1305
