"sdate","stime","vessel","id","depth","Chl_a_Holm-Hansen_F","Phaeo_Holm-HansenF","Chl_int","Phaeo_int","Chl_int_50m","Phaeo_int_50m","doy","O2_Electrode","o2_ml","o2_um","Salinity_Sal_PSS","NO2NO3_Tech_F","SiO4_Tech_F","PO4_Tech_F","NH3_Tech_F","NO2_Tech_F"
"10-May-2007","13:11","CapBreton",295289,5,2.64700276119403,0.899980938805969,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.403,0.685,0.281,0.5775,0.096
"10-May-2007","13:11","CapBreton",295288,10,9.82016798507463,2.56479681492537,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4525,0.677,0.3535,0.528,0.1275
"10-May-2007","13:11","CapBreton",295287,20,13.4786619402985,3.29264455970149,NA,NA,NA,NA,NA,"108.7488068569368","138.30000000000001","8.5210000000000008",30.139,4.067,3.58,0.7445,1.0995,0.2735
"10-May-2007","13:11","CapBreton",295286,30,4.35976925373134,1.27367544626866,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.848,1.1535,0.4045,1.4825,0.1445
"10-May-2007","13:11","CapBreton",295285,40,4.0483571641791,1.48076448582089,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4855,1.052,0.439,1.398,0.091
"10-May-2007","13:11","CapBreton",295284,50,1.73453373134328,1.28462786865672,NA,NA,NA,NA,NA,"98.058775553625225","132.19999999999999","8.2480000000000011",31.256,1.9855,1.787,0.7115,2.8105,0.2815
"10-May-2007","13:11","CapBreton",295283,60,1.18019820895522,1.00030739104478,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0975,4.7265,0.92,3.597,0.2595
"10-May-2007","13:11","CapBreton",295282,70,0.911971343283582,1.22061105671642,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6205,8.839,1.0755,3.302,0.219
"10-May-2007","13:11","CapBreton",295281,80,0.500690149253732,1.79962345074627,NA,NA,NA,NA,NA,"79.651297404044882","104.15","6.532",31.899,11.3965,22.062,1.5365,6.2,0.336
"23-May-2007","17:30","CapBreton",295300,1,5.37185854477612,1.30481665522388,194.444777518657,84.0014077063433,183.00043125,47.043321975,143,"114.20755389321749","8.4705000000000013","378.5",29.162,0.628,0.3035,0.2655,1.0815,0.0885
"23-May-2007","17:30","CapBreton",295299,5,8.09671432835821,0.249129671641789,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7145,0.4365,0.339,1.3,0.098
"23-May-2007","17:30","CapBreton",295298,10,10.1987459328358,2.21569701716418,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.667,0.4985,0.3405,0.8615,0.095
"23-May-2007","17:30","CapBreton",295297,20,3.97050414179104,1.14132530820895,NA,NA,NA,NA,NA,"104.56793402668914","7.907","353",29.766,1.0675,0.99,0.417,1.6645,0.092
"23-May-2007","17:30","CapBreton",295296,30,0.630079925373134,0.474013974626866,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9645,2.115,0.544,3.0345,0.1135
"23-May-2007","17:30","CapBreton",295295,40,0.553916417910448,0.578011782089552,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.183,2.1935,0.5825,4.858,0.1175
"23-May-2007","17:30","CapBreton",295294,50,0.482808358208955,0.691310041791045,NA,NA,NA,NA,NA,"94.252417131676623","7.6905000000000001","343",30.443,1.84,1.9275,0.616,3.7285,0.1125
"23-May-2007","17:30","CapBreton",295293,60,0.32187223880597,0.87620776119403,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.501,6.295,1.1825,6.75,0.1775
"23-May-2007","17:30","CapBreton",295292,70,0.303990447761194,1.73274555223881,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.742,16.48,1.917,9.3305,0.1945
"23-May-2007","17:30","CapBreton",295291,80,0.55433552238806,1.48240047761194,NA,NA,NA,NA,NA,"75.035137125525992","6.1635","275",32.177,11.111,21.716,1.5335,4.9335,0.1845
"07-Jun-2007","13:03","CapBreton",295310,1,1.78817910447761,0.847596895522388,65.0067017910448,28.2406134089552,35.5911555223881,18.8383676776119,158,"105.95975969678756","7.4094999999999995","331",29.505,0.674,0.4925,0.2455,0.7345,0.2325
"07-Jun-2007","13:03","CapBreton",295309,5,1.73453373134328,1.04501186865672,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.577,0.422,0.2655,0.8615,0.104
"07-Jun-2007","13:03","CapBreton",295308,10,1.00138029850746,0.628008501492537,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.663,0.57,0.256,1.428,0.142
"07-Jun-2007","13:03","CapBreton",295307,20,0.512372686567164,0.304100113432836,NA,NA,NA,NA,NA,"104.51456450329982","7.7249999999999996","345",30.152,1.194,0.9285,0.4415,2.563,0.217
"07-Jun-2007","13:03","CapBreton",295306,30,0.249262388059701,0.140417811940298,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5795,1.311,0.601,3.0435,0.153
"07-Jun-2007","13:03","CapBreton",295305,40,0.166174925373134,0.112168074626866,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.114,0.8815,0.6595,4.186,0.1445
"07-Jun-2007","13:03","CapBreton",295304,50,1.1265528358209,0.263219964179104,NA,NA,NA,NA,NA,"97.179903112518332","7.8565000000000005","351",31.264,3.292,1.904,0.7915,3.977,0.258
"07-Jun-2007","13:03","CapBreton",295303,60,0.983498507462687,0.262504692537313,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.0505,7.5315,1.0805,4.3855,0.2175
"07-Jun-2007","13:03","CapBreton",295302,70,0.929853134328358,0.364073265671642,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8,15.865,1.2685,3.0265,0.2295
"07-Jun-2007",NA,"CapBreton",295301,80,8.48597944029851,1.42471030970149,NA,NA,NA,NA,NA,"72.341762902046185","5.8505000000000003","261.5",32.496,11.8055,22.249,1.3915,1.8715,0.6065
"20-Jun-2007","13:01","CapBreton",295320,1,0.625862686567164,0.356562913432836,61.3284837313433,56.6224220686567,29.9459404477612,26.0642293522388,171,"105.15115741409096","6.7404999999999999","301",29.471,0.3345,0.276,0.1415,1.1265,0.064
"20-Jun-2007","13:01","CapBreton",295319,5,0.64374447761194,0.43452752238806,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3335,0.486,0.154,0.715,0.0535
"20-Jun-2007","13:01","CapBreton",295318,10,0.786798805970149,0.579012394029851,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.341,0.5245,0.136,0.7305,0.0535
"20-Jun-2007","13:01","CapBreton",295317,20,1.01926208955224,0.945589110447761,NA,NA,NA,NA,NA,"106.87453324036795","7.2219999999999995","322.5",29.959,0.3445,0.509,0.267,0.6625,0.057
"20-Jun-2007","13:01","CapBreton",295316,30,0.304654029850746,0.381925370149254,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.406,3.403,0.6115,2.946,0.1225
"20-Jun-2007","13:01","CapBreton",295315,40,0.200794701492537,0.309500798507463,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6405,2.068,0.7465,3.461,0.12
"20-Jun-2007","13:01","CapBreton",295314,50,0.804680597014925,0.465284202985075,NA,NA,NA,NA,NA,"85.145625384678596","6.9510000000000005","310.5",31.143,1.8925,5.1875,0.8825,4.392,0.1645
"20-Jun-2007","13:01","CapBreton",295313,60,0.429162985074627,0.697032214925373,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.798,14.2135,1.0755,4.0105,0.234
"20-Jun-2007","13:01","CapBreton",295312,70,1.68088835820896,1.43411964179104,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.305,26.6915,1.664,4.672,0.344
"20-Jun-2007","13:01","CapBreton",295311,80,1.25172537313433,1.38405062686567,NA,NA,NA,NA,NA,"63.019849185904853","5.1234999999999999","229",32.376,11.7515,28.096,1.521,4.509,0.3415
"15-Aug-2007","12:36","CapBreton",295330,1,1.10906675,0.4062124,36.9489160019841,26.1526756430159,32.2717563194444,20.8529297255555,227,"no sample","no sample","no sample",28.785,0.106,0.8425,0.2285,0.4295,0.0635
"15-Aug-2007","12:36","CapBreton",295329,5,0.908633,0.455118235,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1035,0.9135,0.217,0.448,0.069
"15-Aug-2007","12:36","CapBreton",295328,10,1.01393689285714,0.831428252142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,1.006,0.2875,0.9515,0.059
"15-Aug-2007","12:36","CapBreton",295327,20,1.27680942063492,0.568555724365079,NA,NA,NA,NA,NA,"no sample","no sample","no sample",30.582,0.5975,1.7795,0.4695,0.8375,0.1265
"15-Aug-2007","12:36","CapBreton",295326,30,0.190191555555556,0.225512844444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6445,7.7605,0.908,2.744,0.3105
"15-Aug-2007","12:36","CapBreton",295325,40,0.170784253968254,0.235138866031746,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.512,8.712,1.0595,2.5085,0.231
"15-Aug-2007","12:36","CapBreton",295324,50,0.174665714285714,0.211694845714286,NA,NA,NA,NA,NA,"no sample","no sample","no sample",32.189,4.5575,7.614,0.968,1.8875,0.284
"15-Aug-2007","12:36","CapBreton",295323,60,0.159139873015873,0.134298526984127,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.326,6.2575,0.992,2.368,0.3445
"15-Aug-2007","12:36","CapBreton",295322,70,0.0970365079365079,0.118151652063492,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8745,13.715,1.049,1.879,0.3065
"15-Aug-2007","12:36","CapBreton",295321,80,0.24841346031746,0.34335397968254,NA,NA,NA,NA,NA,"no sample","no sample","no sample",32.415,8.47,20.227,1.0895,1.9145,0.2135
"15-Sep-2007","02:43","Teleost",307555,1,2.1000135483871,0.646040531612903,69.5547050297619,38.6113563927381,66.2360564583333,27.9916809641667,258,"96.399615296645493","5.968","266.5",28.784,0.3385,2.6655,0.3915,0.9445,0.082
"15-Sep-2007","02:43","Teleost",307554,5,2.1000135483871,0.693386291612903,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3255,2.6775,0.376,0.6145,0.081
"15-Sep-2007","02:43","Teleost",307553,10,1.98546735483871,0.66589520516129,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3305,2.711,0.576,0.6655,0.081
"15-Sep-2007","02:43","Teleost",307552,20,1.98546735483871,0.713240965161291,NA,NA,NA,NA,NA,"96.19247644983264","5.96","266",28.761,0.372,2.605,0.369,0.578,0.083
"15-Sep-2007","02:43","Teleost",307551,30,1.29819019354839,0.500948686451613,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6045,2.263,0.4175,1.0875,0.0975
"15-Sep-2007","02:43","Teleost",307550,40,0.334512387096774,0.338265452903226,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.472,3.409,0.7705,2.4375,0.238
"15-Sep-2007","02:43","Teleost",307549,50,0.130541419354839,0.304487860645161,NA,NA,NA,NA,NA,"78.41351340409976","6.0314999999999994","269",31.841,6.849,10.8975,1.2085,2.688,0.204
"15-Sep-2007","02:43","Teleost",307548,60,0.110144322580645,0.228773837419355,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8875,11.8655,1.294,2.4095,0.187
"15-Sep-2007","02:43","Teleost",307547,70,0.114223741935484,0.386565778064516,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4315,19.2955,1.5775,3.3585,0.1725
"15-Sep-2007","02:43","Teleost",307546,80,0.118303161290323,0.650585798709677,NA,NA,NA,NA,NA,"65.526894333635425","5.2694999999999999","235",32.401,10.8165,20.95,1.6455,3.7095,0.1745
"23-Oct-2007","10:10","CapBreton",295340,1,1.53783402985075,0.211362770149254,78.0594488059702,71.4795147940298,50.8278734328358,40.7633886671642,296,"99.27206541304659","6.407","286",29.702,0.3525,1.5335,0.377,0.7885,0.0825
"23-Oct-2007","10:10","CapBreton",295339,5,1.75241552238806,0.308282077611939,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.258,1.161,0.314,0.5095,0.076
"23-Oct-2007","10:10","CapBreton",295338,10,1.43054328358209,1.34900231641791,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3265,1.5415,0.3295,0.521,0.0795
"23-Oct-2007","10:10","CapBreton",295337,20,1.43054328358209,1.75634951641791,NA,NA,NA,NA,NA,"99.09562527395596","6.4290000000000003","287.5",29.824,4.738,5.9725,0.7345,0.346,0.219
"23-Oct-2007","10:10","CapBreton",295336,30,0.443133134328358,0.0949966656716419,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.361,2.526,0.6015,1.3555,0.1595
"23-Oct-2007","10:10","CapBreton",295335,40,0.546992462686567,0.492154737313433,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.277,8.2845,0.9255,2.559,0.1695
"23-Oct-2007","10:10","CapBreton",295334,50,0.678547611940299,1.0379008880597,NA,NA,NA,NA,NA,"80.822988590569793","6.2315000000000005","278.5",31.39,0.276,1.5655,0.387,0.414,0.079
"23-Oct-2007","10:10","CapBreton",295333,60,0.969353731343284,0.765650968656716,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.0595,10.5885,1.053,0.1185,0.116
"23-Oct-2007","10:10","CapBreton",295332,70,0.484676865671642,0.740032334328358,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.467,17.7385,1.168,0.189,0.1855
"23-Oct-2007","10:10","CapBreton",295331,80,1.85970626865672,2.09395773134328,NA,NA,NA,NA,NA,"65.036760902752377","5.2035","232",32.28,5.7565,22.479,0.9845,0.2785,0.135
"20-Nov-2007","12:41","CapBreton",295350,1,0.844722537313433,0.621217262686567,71.741828619403,31.941184580597,44.1424017537313,23.4379799462686,324,"97.425512164248886","6.9809999999999999","312",29.697,2.034,5.2335,0.6165,1.455,0.248
"20-Nov-2007","12:41","CapBreton",295349,5,0.865494402985075,0.609723497014925,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.526,4.7505,0.582,0.959,0.2245
"20-Nov-2007","12:41","CapBreton",295348,10,0.983201641791045,0.603353458208955,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7625,4.6665,0.6335,0.8895,0.2585
"20-Nov-2007","12:41","CapBreton",295347,20,0.671623656716418,0.478860743283582,NA,NA,NA,NA,NA,"98.710702888775458","7.0754999999999999","315.5",30.519,1.908,4.7305,0.638,0.898,0.2915
"20-Nov-2007","12:41","CapBreton",295346,30,0.387741492537313,0.391618907462686,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0305,3.3605,0.691,0.8265,0.2215
"20-Nov-2007","12:41","CapBreton",295345,40,1.66300656716418,0.421652632835821,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.041,3.2625,0.591,0.8035,0.196
"20-Nov-2007","12:41","CapBreton",295344,50,0.623155970149254,0.276819729850746,NA,NA,NA,NA,NA,"95.341665649452466","6.9879999999999995","312",30.636,2.209,2.8015,0.581,0.943,0.263
"20-Nov-2007","12:41","CapBreton",295343,60,0.616232014925373,0.302299885074627,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.327,2.54,0.615,0.6565,0.2335
"20-Nov-2007","12:41","CapBreton",295342,70,1.43054328358209,0.19884551641791,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.261,5.043,0.647,0.4715,0.287
"20-Nov-2007","12:41","CapBreton",295341,80,0.803178805970149,0.42153039402985,NA,NA,NA,NA,NA,"69.184659618048642","5.39","240.5",31.923,8.408,20.165,1.28,0.3435,0.2175
