"sdate","stime","vessel","id","depth","Chl_a_Holm-Hansen_F","Phaeo_Holm-HansenF","Chl_int","Phaeo_int","Chl_int_50m","Phaeo_int_50m","gmt_doy","O2_Electrode","o2_ml","o2_um","Salinity_Sal_PSS","NO2NO3_Tech_F","SiO4_Tech_F","PO4_Tech_F","NH3_Tech_F","NO2_Tech_F"
"20-Feb-2007","05:42","Templeman",304391,5,0.314115290322581,0.131030949677419,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.967,6.931,0.7865,"1.0960000000000001","0.1525"
"20-Feb-2007","05:42","Templeman",304390,10,0.330432967741935,0.140005672258065,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.324,7.2995,0.8245,"1.0265","0.128"
"20-Feb-2007","05:42","Templeman",304389,20,0.330432967741935,0.0995378322580646,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2935,7.3365,0.8175,"0.40149999999999997","0.14200000000000002"
"20-Feb-2007","05:42","Templeman",304388,30,0.318194709677419,0.116834570322581,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9395,6.8195,0.7905,"0.95899999999999996","0.13300000000000001"
"20-Feb-2007","05:42","Templeman",304387,40,0.322274129032258,0.107696670967742,NA,NA,NA,NA,NA,"95.419422029494072","7.8780000000000001","351.5",31.139,5.3455,6.184,0.755,"0.9325","0.122"
"20-Feb-2007","05:42","Templeman",304386,50,0.318194709677419,0.116834570322581,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.658,4.233,0.5925,"0.47499999999999998","8.1499999999999989E-2"
"20-Feb-2007","05:42","Templeman",304385,75,0.123344516129032,0.122008283870968,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.309,6.7445,0.814,"0.5655","7.4500000000000011E-2"
"20-Feb-2007","05:42","Templeman",304384,100,0.0693812903225806,0.0963115096774194,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7355,7.285,0.8465,"1.3679999999999999","9.1999999999999998E-2"
"20-Feb-2007","05:42","Templeman",304383,140,0.0295512903225806,0.0740067096774194,NA,NA,NA,NA,NA,"83.907127280612769","5.7989999999999995","259",32.664,10.922,11.8275,1.13,"0.60350000000000004","0.11"
"04-Mar-2007","08:11","Templeman",304478,1,0.387544838709677,0.189121881290323,34.6651419032258,22.8630398567742,19.5281804516129,10.0866907083871,63,"98.135366294901473","8.3275000000000006","371.5",30.874,6.3085,7.6175,0.8145,"0.45850000000000002","0.13700000000000001"
"04-Mar-2007","08:11","Templeman",304477,5,0.432418451612903,0.149306748387097,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.282,7.6625,0.807,"0.48749999999999999","0.14150000000000001"
"04-Mar-2007","08:11","Templeman",304476,10,0.465053806451613,0.172314673548387,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2475,7.7585,0.8455,"0.71650000000000003","0.1595"
"04-Mar-2007","08:11","Templeman",304475,20,0.448736129032258,0.158281470967742,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1465,7.4475,0.805,"0.5605","0.14050000000000001"
"04-Mar-2007","08:11","Templeman",304474,30,0.456894967741935,0.170356552258065,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1205,7.3955,0.807,"0.42749999999999999","0.13700000000000001"
"04-Mar-2007","08:11","Templeman",304473,40,0.244765161290323,0.347076998709677,NA,NA,NA,NA,NA,"97.988337447173052","8.2334999999999994","367.5",30.994,5.8405,6.973,0.785,"0.52449999999999997","0.13400000000000001"
"04-Mar-2007","08:11","Templeman",304472,50,0.28555935483871,0.15958688516129,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2865,6.29,0.7395,"0.77","0.1305"
"04-Mar-2007","08:11","Templeman",304471,75,0.228447483870968,0.150938516129032,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4315,6.1775,0.7425,"0.96850000000000003","0.11649999999999999"
"04-Mar-2007","08:11","Templeman",304470,100,0.150938516129032,0.157628763870968,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7395,7.6775,0.8485,"0.32650000000000001","0.13950000000000001"
"04-Mar-2007","08:11","Templeman",304469,140,0.0475390322580645,0.0942557677419355,NA,NA,NA,NA,NA,"80.860605341401097","6.0075000000000003","268.5",32.656,10.363,11.274,1.071,"0.44350000000000001","9.8000000000000004E-2"
"18-Mar-2007","10:39","Templeman",304626,1,2.13,-0.005,96.15,17.329,76.8125,4.669,77,NA,NA,NA,NA,4.658,7.1885,0.825,"0.67649999999999999","0.1545"
"18-Mar-2007","10:39","Templeman",304625,5,1.765,0.127,NA,NA,NA,NA,NA,"99.228139376263101","8.4725000000000001","378",30.825,4.9045,7.4465,0.8765,"0.38700000000000001","0.16750000000000001"
"18-Mar-2007","10:39","Templeman",304624,10,1.878,0.169,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.574,5.4625,0.649,"0.41900000000000004","0.127"
"18-Mar-2007","10:39","Templeman",304623,20,2.004,-0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.982,7.5035,0.8625,"2.9929999999999999","0.184"
"18-Mar-2007","10:39","Templeman",304622,30,1.689,0.093,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.693,6.9835,0.8395,"2.0235000000000003","0.16899999999999998"
"18-Mar-2007","10:39","Templeman",304621,40,1.311,0.158,NA,NA,NA,NA,NA,"97.31171035839958","8.3019999999999996","371",30.931,4.995,8.542,0.8885,"0.5635","0.16750000000000001"
"18-Mar-2007","10:39","Templeman",304620,50,0.302,0.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.117,6.6085,0.8635,"2.5110000000000001","0.17049999999999998"
"18-Mar-2007","10:39","Templeman",304619,75,0.184,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9605,7.2755,0.97,"0.41","0.13700000000000001"
"18-Mar-2007","10:39","Templeman",304618,100,0.237,0.148,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.747,7.183,0.932,"0.5","0.11849999999999999"
"18-Mar-2007","10:39","Templeman",304617,163,0.163,0.14,NA,NA,NA,NA,NA,"78.41946803400819","5.7144999999999992","255.5",33.204,8.344,9.6905,1.0635,"0.77349999999999997","0.1105"
"04-Apr-2007","23:43","Hudson",305548,3,17.7148128358209,1.60172255597015,746.599090298508,119.617485216418,673.944709701493,74.6736717835819,94,NA,NA,NA,NA,0.667,0.352,0.3915,"0.46","9.1499999999999998E-2"
"04-Apr-2007","23:43","Hudson",305546,10,16.5594989552239,1.72232284253731,NA,NA,NA,NA,NA,"108.27052345813709","9.0030000000000001","402",NA,0.676,0.4885,0.446,"0.436","0.10300000000000001"
"04-Apr-2007","23:43","Hudson",305544,20,16.366946641791,1.4057470902985,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6745,1.6235,0.4275,"0.99449999999999994","0.1295"
"04-Apr-2007","23:43","Hudson",305542,30,15.5967373880597,1.14947148134328,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7745,0.5505,0.4295,"0.47299999999999998","0.11699999999999999"
"04-Apr-2007","23:43","Hudson",305540,40,8.33027339552239,1.95502247425373,NA,NA,NA,NA,NA,"96.468289103503167","7.4050000000000002","353",NA,2.9215,3.1385,0.663,"1.427","0.20499999999999999"
"04-Apr-2007","23:43","Hudson",305538,50,2.78955940298508,0.928184167164179,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.156,6.3665,0.8715,"1.0514999999999999","0.20699999999999999"
"04-Apr-2007","23:43","Hudson",305536,60,2.00276059701493,0.900884632835821,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.456,6.708,0.877,"1.1145","0.20950000000000002"
"04-Apr-2007","23:43","Hudson",305534,80,0.34619776119403,0.369427926865671,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9625,8.5085,0.9475,"0.86299999999999999","0.20499999999999999"
"04-Apr-2007","23:43","Hudson",305532,100,0.456981044776119,0.351810307462686,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3035,8.8345,0.987,"0.57250000000000001","0.1895"
"04-Apr-2007","23:43","Hudson",305530,140,NA,NA,NA,NA,NA,NA,NA,"99.200978666705609","6.7065000000000001","299.5",NA,8.8265,9.585,0.9955,"0.53500000000000003","0.19900000000000001"
"04-Apr-2007","23:43","Hudson",305528,181,0.401589402985075,0.442337767164179,NA,NA,NA,NA,NA,NA,NA,NA,34.189,15.269,14.4555,1.3645,"0.57950000000000002","0.1615"
"07-Apr-2007","23:33","Hudson",305645,3,13.4786619402985,1.70724780671642,975.775350559701,167.368513093283,630.083046828358,101.40395526306,97,NA,NA,NA,NA,0.7035,0.692,0.4245,"0.33400000000000002","7.4499999999999997E-2"
"07-Apr-2007","23:33","Hudson",305644,10,13.8637665671642,2.08789246119403,NA,NA,NA,NA,NA,"110.49759649282859","9.2074999999999996","411",NA,0.7285,0.3765,0.448,"0.628","0.09"
"07-Apr-2007","23:33","Hudson",305643,20,13.6712142537313,2.52883725895522,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.712,1.424,0.451,"0.49249999999999999","8.3499999999999991E-2"
"07-Apr-2007","23:33","Hudson",305642,30,12.1307957462687,2.01628604104477,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09,1.529,0.43,"0.82800000000000007","0.1125"
"07-Apr-2007","23:33","Hudson",305641,40,10.7437170895522,1.94130836492537,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.002,1.354,0.5195,"0.878","0.10249999999999999"
"07-Apr-2007","23:33","Hudson",305640,50,11.9115124253731,1.61521732089552,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1125,0.7035,0.567,"0.91149999999999998","0.11650000000000001"
"07-Apr-2007","23:33","Hudson",305639,60,10.6658640671642,1.30284038619403,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1975,0.5985,0.5255,"1.1884999999999999","0.13250000000000001"
"07-Apr-2007","23:33","Hudson",305638,80,3.97050414179104,0.912750165298507,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.262,6.4645,0.9545,"0.9395","0.17449999999999999"
"07-Apr-2007","23:33","Hudson",305637,100,0.934733955223881,0.401817242537313,NA,NA,NA,NA,NA,NA,NA,NA,33.462,7.081,7.355,0.8635,"0.55149999999999999","0.13700000000000001"
"07-Apr-2007","23:33","Hudson",305636,160,NA,NA,NA,NA,NA,NA,NA,"71.472602712992128","5.085","227",NA,13.6945,13.1435,1.2595,"0.57350000000000001","0.16200000000000001"
"22-Apr-2007","03:24","Hudson",306335,3.5,1.07290746268657,0.310094710447761,153.405685074627,120.005194179104,92.0018149253731,28.0327718208955,112,NA,NA,NA,NA,0.742,0.2945,0.386,"0.436","0.09"
"22-Apr-2007","03:24","Hudson",306334,10,1.75241552238806,0.254795653731343,NA,NA,NA,NA,NA,"105.94917437742632","8.5015000000000001","379.5",NA,0.7405,0.423,0.409,"0.40649999999999997","9.7500000000000003E-2"
"22-Apr-2007","03:24","Hudson",306333,20,2.19946029850746,0.47389191641791,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8355,0.4185,0.444,"0.59099999999999997","9.2499999999999999E-2"
"22-Apr-2007","03:24","Hudson",306332,30,2.59285970149254,0.581340083582089,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9295,0.501,0.4285,"0.64849999999999997","9.9000000000000005E-2"
"22-Apr-2007","03:24","Hudson",306331,40,1.51995223880597,0.716787773134328,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.514,1.0345,0.512,"0.98699999999999988","0.107"
"22-Apr-2007","03:24","Hudson",306330,50,1.53783402985075,1.21517927164179,NA,NA,NA,NA,NA,"100.09583426220314","8.0395000000000003","359",NA,3.9565,2.6915,0.811,"1.744","0.1615"
"22-Apr-2007","03:24","Hudson",306329,60,0.96561671641791,1.02478251940298,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.199,3.344,0.855,"3.6269999999999998","0.16899999999999998"
"22-Apr-2007","03:24","Hudson",306328,81,0.929853134328358,1.01288272238806,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.52,4.114,0.831,"1.7625","0.17549999999999999"
"22-Apr-2007","03:24","Hudson",306327,100,0.553916417910448,1.12861180298507,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1935,5.4555,0.9875,"1.8815","0.17749999999999999"
"22-Apr-2007","03:24","Hudson",306326,140,0.200794701492537,0.82043898358209,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.411,10.132,1.136,"1.0129999999999999","0.18049999999999999"
"22-Apr-2007","03:24","Hudson",306325,153,NA,NA,NA,NA,NA,NA,NA,"72.322485327914592","5.2065000000000001","232.5",33.324,11.745,10.8765,1.2,"0.82950000000000002","0.18"
"07-May-2007","13:22","C6-4828",306510,1,0.553916417910448,0.0841389927976396,34.3534041184701,23.2890153221784,29.8405356716418,7.65363710559412,127,"106.12710961772083","7.5374999999999996","336.5",31.021,0.423,0.753,0.369,"0.61450000000000005","7.3000000000000009E-2"
"07-May-2007","13:22","C6-4828",306509,5,0.58161223880597,0.0932426337151452,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3865,0.6825,0.3895,"0.45850000000000002","6.9000000000000006E-2"
"07-May-2007","13:22","C6-4828",306508,10,0.553916417910448,0.102382254610668,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.6985,0.423,"0.50900000000000001","7.6000000000000012E-2"
"07-May-2007","13:22","C6-4828",306507,20,0.948581865671642,0.21790226124031,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3875,0.675,0.538,"0.76349999999999996","7.85E-2"
"07-May-2007","13:22","C6-4828",306506,30,0.713167388059701,0.134925564404721,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4495,0.863,0.5585,"1.0940000000000001","0.11399999999999999"
"07-May-2007","13:22","C6-4828",306505,40,0.160177583955224,0.146390447205831,NA,NA,NA,NA,NA,"94.81611188444856","7.5754999999999999","338",31.856,1.0585,1.0115,0.5715,"1.9615","0.114"
"07-May-2007","13:22","C6-4828",306504,50,0.122382873134328,0.201085528742913,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.647,1.6775,0.648,"2.2759999999999998","0.1225"
"07-May-2007","13:22","C6-4828",306503,75,0.0611914365671642,0.143407565897258,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.777,2.767,0.757,"2.1835","0.13850000000000001"
"07-May-2007","13:22","C6-4828",306502,100,0.0269962220149254,0.146858465191484,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.001,7.2915,1.064,"2.3289999999999997","0.155"
"07-May-2007","13:22","C6-4828",306501,140,0.0287959701492538,0.238185992057156,NA,NA,NA,NA,NA,"57.941956364407631","4.3680000000000003","195",33.755,13.588,14.6355,1.3705,"1.238","0.215"
"27-May-2007","07:46","Hudson",301464,1,0.23036776119403,0.0908122143656716,33.0530122024254,19.1733857839459,27.3919073927239,10.8242777831623,147,"no samples","no samples","no samples",NA,0.0075,0.447,0.394,"nan","nan"
"27-May-2007","07:46","Labrador Sea",301463,10,0.257363983208955,0.104515065951493,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.251,0.386,"nan","nan"
"27-May-2007","07:46","Labrador Sea",301462,20,0.747787164179105,0.148936644029851,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0015,0.253,0.39,"nan","nan"
"27-May-2007","07:46","Labrador Sea",301461,30,1.01089746268657,0.445319210447761,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0645,0.244,0.442,"nan","nan"
"27-May-2007","07:46","Labrador Sea",301460,40,0.443133134328358,0.220084722388059,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.806,0.5045,0.5675,"nan","nan"
"27-May-2007","07:46","Labrador Sea",301459,50,0.332349850746269,0.237702341791045,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5495,0.256,0.5645,"nan","nan"
"27-May-2007","07:46","Labrador Sea",301458,60,0.0971863992537314,0.0889804707089552,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8315,0.3565,0.598,"nan","nan"
"27-May-2007","07:46","Labrador Sea",301457,80,0.0430896593283582,0.0909562596380597,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4235,5.6055,0.9295,"nan","nan"
"27-May-2007","07:46","Labrador Sea",301456,100,0.0335953276119403,0.0801352807686567,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8485,8.2375,1.171,"nan","nan"
"27-May-2007","07:46","Labrador Sea",301455,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.7545,13.311,1.3045,"nan","nan"
"27-May-2007","07:46","Labrador Sea",301454,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.2045,15.992,1.367,"nan","nan"
"20-Jun-2007","13:29","C6-4828",306520,1,0.214642611940298,0.0959204652551197,19.2895233666045,24.1868258857927,15.3417494216418,13.9946712579935,171,"102.27981387939829","6.6820000000000004","298.5",31.321,0.4535,0.9875,0.4275,"0.41899999999999998","8.4499999999999992E-2"
"20-Jun-2007","13:29","C6-4828",306519,5,0.23541447761194,0.157545561396506,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.408,0.862,0.4095,"0.95599999999999996","9.2999999999999999E-2"
"20-Jun-2007","13:29","C6-4828",306518,10,0.276958208955224,0.161338827305334,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.395,0.8855,0.483,"1.1205000000000001","8.5999999999999993E-2"
"20-Jun-2007","13:29","C6-4828",306517,20,0.443133134328358,0.452851081875506,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3965,1.254,0.441,"0.35549999999999998","8.1000000000000003E-2"
"20-Jun-2007","13:29","C6-4828",306516,30,0.387741492537313,0.352643338227467,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6405,1.74,0.573,"0.67399999999999993","0.13700000000000001"
"20-Jun-2007","13:29","C6-4828",306515,40,0.482808358208955,0.46186132037487,NA,NA,NA,NA,NA,"96.956895714474086","7.5175000000000001","336",31.807,0.642,1.811,0.5875,"0.41349999999999998","0.1515"
"20-Jun-2007","13:29","C6-4828",306514,50,0.13138161380597,0.196975273898675,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,1.599,0.7055,"1.5680000000000001","0.251"
"20-Jun-2007","13:29","C6-4828",306513,75,0.0489531492537314,0.103028969331685,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2205,2.368,0.794,"2.7595000000000001","0.21149999999999999"
"20-Jun-2007","13:29","C6-4828",306512,100,0.0215969776119403,0.116679426818668,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7265,10.1795,1.209,"1.0269999999999999","0.20200000000000001"
"20-Jun-2007","13:29","C6-4828",306511,140,0.0189886634328358,0.0681079049583478,NA,NA,NA,NA,NA,"62.740919805465865","4.4000000000000004","196.5",33.793,14.176,14.6355,1.4575,"0.29649999999999999","1.1205000000000001"
"07-Jul-2007","22:18","Teleost",304652,1,0.374143,0.09641632,29.0075129880952,27.6507834666667,25.648589781746,14.0854872888889,188,"103.30245985930435","6.468","288.5",30.779,0.0285,0.928,0.2955,NA,NA
"07-Jul-2007","22:18","Teleost",304651,5,0.36078075,0.1430352,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.033,1.0675,0.3355,NA,NA
"07-Jul-2007","22:18","Teleost",304650,10,0.46767875,0.30408224,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.038,1.107,0.3535,NA,NA
"07-Jul-2007","22:18","Teleost",304649,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07-Jul-2007","22:18","Teleost",304648,30,1.015531,0.46195072,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1895,1.2385,0.485,NA,NA
"07-Jul-2007","22:18","Teleost",304647,40,0.135851111111111,0.161040071111111,NA,NA,NA,NA,NA,"86.988862218442719","6.9045000000000005","308",32.827,4.246,4.4,0.8235,NA,NA
"07-Jul-2007","22:18","Teleost",304646,50,0.0930373841269841,0.162378083555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0475,4.547,0.8585,NA,NA
"07-Jul-2007","22:18","Teleost",304645,75,0.0287321333333333,0.109924565333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.325,7.2445,0.959,NA,NA
"07-Jul-2007","22:18","Teleost",304644,100,0.0246275428571429,0.1464576,NA,NA,NA,NA,NA,"79.18806486163362","6.0629999999999997","271",32.796,8.4205,7.7545,0.981,NA,NA
"07-Jul-2007","22:18","Teleost",304643,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,7.7545,0.981,NA,NA
"19-Jul-2007","02:42","Teleost",304942,1,0.275583682539683,0.0419335111111111,23.6545698095238,18.1100621866667,20.8634482857143,8.54414336,200,"102.88465433246117","5.9569999999999999","266",30.92,0.107,1.3025,0.238,"0.34350000000000003","5.6000000000000001E-2"
"19-Jul-2007","02:42","Teleost",304941,5,0.256176380952381,0.0708637866666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0975,1.1425,0.2325,"0.47100000000000003","7.85E-2"
"19-Jul-2007","02:42","Teleost",304940,10,0.318279746031746,0.0820204088888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.116,1.23,0.244,"0.49299999999999999","6.1499999999999999E-2"
"19-Jul-2007","02:42","Teleost",304939,20,0.908633,0.36765344,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9815,2.555,0.6165,"0.82","0.20150000000000001"
"19-Jul-2007","02:42","Teleost",304938,30,0.450249396825397,0.193586631111111,NA,NA,NA,NA,NA,"88.072116786930451","6.806","304",32.24,4.702,4.861,0.815,"1.4544999999999999","0.23799999999999999"
"19-Jul-2007","02:42","Teleost",304937,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19-Jul-2007","02:42","Teleost",304936,50,0.0656734476190476,0.0903968853333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.188,5.856,0.874,"0.98499999999999999","0.14850000000000002"
"19-Jul-2007","02:42","Teleost",304935,75,0.0287321333333333,0.135554645333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.142,7.788,0.8935,"0.65900000000000003","0.13850000000000001"
"19-Jul-2007","02:42","Teleost",304934,100,0.0301003301587302,0.106859804444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4645,9.908,1.1265,"0.38750000000000001","0.17399999999999999"
"19-Jul-2007","02:42","Teleost",304933,166,0.0136819682539683,0.0787073991111111,NA,NA,NA,NA,NA,"58.590725471443847","3.9714999999999998","177",34.267,15.222,15.7365,1.2855,"0.41049999999999998","0.115"
"02-Aug-2007","05:43","Teleost",307325,1,2.0577865,0.6304144,66.5599191666667,40.4821271866667,62.5643683095238,30.1135364666667,214,"108.64512060827042","5.8709999999999996","262.33333333333331",30.989,0.11,0.939,0.1345,"0.442","0.1105"
"02-Aug-2007","05:43","Teleost",307324,5,1.26941375,0.3271268,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,1.1145,0.2025,"0.47","0.1115"
"02-Aug-2007","05:43","Teleost",307323,10,0.73492375,0.4397008,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.105,1.008,0.268,"0.438","9.0999999999999998E-2"
"02-Aug-2007","05:43","Teleost",307322,20,1.5396819484127,0.959554515555555,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8325,2.38,0.934,"0.99949999999999994","0.19"
"02-Aug-2007","05:43","Teleost",307321,30,1.46457551190476,0.752606373333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6865,1.493,0.5495,"0.59499999999999997","0.1525"
"02-Aug-2007","05:43","Teleost",307320,40,1.42702229365079,0.555335662222222,NA,NA,NA,NA,NA,"95.054066444848573","7.2333333333333334","323",32.078,0.691,1.3345,0.5515,"0.50749999999999995","0.18049999999999999"
"02-Aug-2007","05:43","Teleost",307319,50,0.170784253968254,0.155500231111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1485,4.4045,0.808,"1.6575","0.25"
"02-Aug-2007","05:43","Teleost",307318,75,0.0342049206349207,0.114752241777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.822,8.8195,1.0045,"0.52300000000000002","0.1535"
"02-Aug-2007","05:43","Teleost",307317,100,0.0191547555555556,0.114291171555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.247,10.9685,1.0785,"0.56950000000000001","9.1499999999999998E-2"
"02-Aug-2007","05:43","Teleost",307316,163,0.0191547555555556,0.0920784355555556,NA,NA,NA,NA,NA,"59.236060669183836","4.2716666666666665","190.66666666666666",33.752,14.2915,15.643,1.245,"0.40600000000000003","0.11749999999999999"
"02-Aug-2007","17:40","Hudson",313540,1,1.87758805970149,0.422725540298507,69.8381775,25.59095955,49.5296187313433,14.9744585686567,214,"112.05581443592465","6.0359999999999996","269.5",31.062,NA,NA,NA,NA,NA
"02-Aug-2007","17:40","Hudson",313539,5,0.609308059701492,0.225720940298507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
