"sdate","stime","vessel","id","depth","Chl_a_Holm-Hansen_F","Phaeo_Holm-HansenF","Chl_int","Phaeo_int","Chl_int_50m","Phaeo_int_50m","gmt_doy","O2_Electrode","o2_ml","o2_um","NO2NO3_Tech_F","SiO4_Tech_F","PO4_Tech_F","NH3_Tech_F","NO2_Tech_F","Salinity_Sal_PSS"
"27-Apr-2005","13:17","SAMBRO",260884,20,0.108616541353383,0.0391127819548872,NA,NA,NA,NA,NA,NA,NA,NA,0.257,0.258,0.455,NA,NA,NA
"27-Apr-2005","13:17","SAMBRO",260885,30,0.073578947368421,0.0639473684210527,NA,NA,NA,NA,NA,NA,NA,NA,1.6435,0.759,0.617,NA,NA,NA
"27-Apr-2005","13:17","SAMBRO",260886,40,0.0770827067669173,0.121313909774436,NA,NA,NA,NA,NA,99.3168671847997,7.9725,356,2.314,1.434,0.6615,NA,NA,NA
"27-Apr-2005","13:17","SAMBRO",260887,50,0.0683233082706767,0.215272556390977,NA,NA,NA,NA,NA,NA,NA,NA,2.4405,1.9715,0.6845,NA,NA,NA
"27-Apr-2005","13:17","SAMBRO",260888,75,0.0595639097744361,0.216981203007519,NA,NA,NA,NA,NA,NA,NA,NA,2.7315,2.317,0.683,NA,NA,NA
"27-Apr-2005","13:17","SAMBRO",260889,100,0.057812030075188,0.207422932330827,NA,NA,NA,NA,NA,NA,NA,NA,3.065,2.575,0.7165,NA,NA,NA
"27-Apr-2005","13:17","SAMBRO",260890,140,0.0350375939849624,0.195665413533835,NA,NA,NA,NA,NA,91.9959927654591,6.946,310,4.9825,4.546,0.8395,NA,NA,NA
"31-May-2005","13:04","SAMBRO",260891,1,0.227432551181102,0.0413485013188976,37.4054997007874,27.3482558442126,13.5882575354331,5.43260250956693,151,99.691206249148,7.377,329.5,0.836,1.3935,0.437,0.871,0.1235,NA
"31-May-2005","13:04","SAMBRO",260892,5,0.321218405511811,0.064477294488189,NA,NA,NA,NA,NA,NA,NA,NA,0.892,1.568,0.4645,1.347,0.1185,NA
"31-May-2005","13:04","SAMBRO",260893,10,0.198571377952756,0.0461970470472441,NA,NA,NA,NA,NA,NA,NA,NA,0.9085,1.5865,0.4645,1.761,0.1295,NA
"31-May-2005","13:04","SAMBRO",260894,20,0.186890708661417,0.0578777163385827,NA,NA,NA,NA,NA,NA,NA,NA,0.8275,1.6625,0.4665,1.5,0.1025,NA
"31-May-2005","13:04","SAMBRO",260895,30,0.29376704527559,0.135480307224409,NA,NA,NA,NA,NA,NA,NA,NA,0.76,1.501,0.4815,1.924,0.1575,NA
"31-May-2005","13:04","SAMBRO",260896,40,0.322196114173228,0.163214443326772,NA,NA,NA,NA,NA,97.7105510055755,7.246,323.5,0.904,1.446,0.4765,1.4,0.119,NA
"31-May-2005","13:04","SAMBRO",260897,50,0.388530608267717,0.221241331732283,NA,NA,NA,NA,NA,NA,NA,NA,0.814,1.415,0.4585,1.317,0.159,NA
"31-May-2005","13:04","SAMBRO",260898,75,0.398006964566929,0.304033097933071,NA,NA,NA,NA,NA,NA,NA,NA,0.685,1.573,0.4655,1.458,0.1495,NA
"31-May-2005","13:04","SAMBRO",260899,100,0.180050769685039,0.245184925314961,NA,NA,NA,NA,NA,NA,NA,NA,2.6495,3.12,0.6425,1.8055,0.195,NA
"31-May-2005","13:04","SAMBRO",260900,140,0.157939271653543,0.179039958346457,NA,NA,NA,NA,NA,86.6574448585701,6.4865,289.5,6.1365,6.551,0.8425,1.692,0.203,NA
"06-Jun-2005","07:00","HUDSON",286145,2,0.362100748031496,0.157105001968504,26.9199489911417,21.5636672463583,17.7278833809055,9.65441440659449,157,106.183842663431,7.516,336,0.268,0.836,0.3535,0.981,0.0675,NA
"06-Jun-2005","07:00","HUDSON",286144,10,0.161098057086614,0.344370787913386,NA,NA,NA,NA,NA,NA,NA,NA,0.465,1.1855,0.4195,1.1135,0.081,NA
"06-Jun-2005","07:00","HUDSON",286143,20,0.322196114173228,0.143156155826772,NA,NA,NA,NA,NA,NA,NA,NA,0.56,1.234,0.435,1.456,0.0685,NA
"06-Jun-2005","07:00","HUDSON",286142,30,0.284290688976378,0.116875061023622,NA,NA,NA,NA,NA,NA,NA,NA,0.77,1.432,0.467,1.423,0.081,NA
"06-Jun-2005","07:00","HUDSON",286141,40,0.252702834645669,0.132416285354331,NA,NA,NA,NA,NA,NA,NA,NA,0.816,1.2635,0.4625,1.548,0.0835,NA
"06-Jun-2005","07:00","HUDSON",286140,50,0.379054251968504,0.138449565531496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06-Jun-2005","07:00","HUDSON",286139,60,0.18320955511811,0.21394453738189,NA,NA,NA,NA,NA,NA,NA,NA,2.0205,2.689,0.5785,1.598,0.1445,NA
"06-Jun-2005","07:00","HUDSON",286138,80,0.101081133858268,0.155664946141732,NA,NA,NA,NA,NA,NA,NA,NA,3.361,3.1525,0.637,2.118,0.1935,NA
"06-Jun-2005","07:00","HUDSON",286137,100,0.0505405669291339,0.0978907605708662,NA,NA,NA,NA,NA,NA,NA,NA,5.307,5.2635,0.771,1.624,0.178,NA
"06-Jun-2005","07:00","HUDSON",286136,144,0.0505405669291339,0.0978907605708662,NA,NA,NA,NA,NA,72.5224405501122,5.1285,229,12.7675,12.6835,1.1415,0.7095,0.1825,NA
"17-Jun-2005","07:00","HUDSON",282484,2,0.543452903225807,0.291574296774193,29.5320437096774,31.5449260903226,18.8790812903226,11.9033907096774,168,95.8805912384757,6.76,302,0.0195,0.7115,0.3505,0.646,0.0535,NA
"17-Jun-2005","07:00","HUDSON",282483,10,0.502103225806452,0.259675974193548,NA,NA,NA,NA,NA,NA,NA,NA,0.0255,1.3235,0.3295,0.864,0.065,NA
"17-Jun-2005","07:00","HUDSON",282482,20,0.478474838709677,0.275979561290323,NA,NA,NA,NA,NA,NA,NA,NA,0.0135,1.5285,0.3455,0.529,0.049,NA
"17-Jun-2005","07:00","HUDSON",282481,30,0.484381935483871,0.262747664516129,NA,NA,NA,NA,NA,NA,NA,NA,0.051,0.8395,0.3605,0.8135,0.0705,NA
"17-Jun-2005","07:00","HUDSON",282480,40,0.259912258064516,0.186900541935484,NA,NA,NA,NA,NA,95.7658334586952,7.306,326.5,0.586,1.2475,0.439,1.247,0.0955,NA
"17-Jun-2005","07:00","HUDSON",282479,50,0.236283870967742,0.217853729032258,NA,NA,NA,NA,NA,NA,NA,NA,1.905,2.32,0.5565,1.6075,0.151,NA
"17-Jun-2005","07:00","HUDSON",282478,60,0.318983225806452,0.223051974193548,NA,NA,NA,NA,NA,NA,NA,NA,0.7795,1.252,0.423,1.3875,0.096,NA
"17-Jun-2005","07:00","HUDSON",282477,80,0.0776747096774193,0.181961450322581,NA,NA,NA,NA,NA,NA,NA,NA,3.951,4.604,0.728,2.5695,0.239,NA
"17-Jun-2005","07:00","HUDSON",282476,100,0.126643548387097,0.294218291612903,NA,NA,NA,NA,NA,NA,NA,NA,6.985,6.4615,0.8845,0.999,0.189,NA
"17-Jun-2005","07:00","HUDSON",282475,150,0.0303944516129032,0.137112748387097,NA,NA,NA,NA,NA,78.602012831778,5.2565,235,11.083,11.069,1.048,0.6305,0.1235,NA
"01-Jul-2005","01:14","TELEOST",273910,1,0.378054193548387,0.142006606451613,35.9004179032258,31.1282780967742,27.4620929032258,16.7613870967742,182,104.027123493779,6.44633333333333,288,0.008,0.0695,0.302,NA,NA,NA
"01-Jul-2005","01:14","TELEOST",273909,5,0.389868387096774,0.166816412903226,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.017,0.3195,NA,NA,NA
"01-Jul-2005","01:14","TELEOST",273908,10,0.460753548387097,0.191153651612903,NA,NA,NA,NA,NA,NA,NA,NA,0.0175,0.044,0.323,NA,NA,NA
"01-Jul-2005","01:14","TELEOST",273907,20,0.620245161290323,0.295354838709677,NA,NA,NA,NA,NA,NA,NA,NA,0.0035,0,0.374,NA,NA,NA
"01-Jul-2005","01:14","TELEOST",273906,30,0.750201290322581,0.458390709677419,NA,NA,NA,NA,NA,NA,NA,NA,0.3835,0.6615,0.466,NA,NA,NA
"01-Jul-2005","01:14","TELEOST",273905,40,0.531638709677419,0.486508490322581,NA,NA,NA,NA,NA,98.8476400695094,7.20766666666667,322,0.97,1.287,0.572,NA,NA,NA
"01-Jul-2005","01:14","TELEOST",273904,50,0.419403870967742,0.349700129032258,NA,NA,NA,NA,NA,NA,NA,NA,5.1745,3.9105,0.863,NA,NA,NA
"01-Jul-2005","01:14","TELEOST",273903,80,0.0591003225806452,0.177503597419355,NA,NA,NA,NA,NA,NA,NA,NA,8.3575,6.978,0.9705,NA,NA,NA
"01-Jul-2005","01:14","TELEOST",273902,100,0.0422145161290322,0.104354283870968,NA,NA,NA,NA,NA,NA,NA,NA,8.586,6.7945,0.945,NA,NA,NA
"01-Jul-2005","01:14","TELEOST",273901,140,0.0173148387096774,0.108326761290323,NA,NA,NA,NA,NA,66.5820067891011,4.65866666666667,208,13.9475,13.1655,1.186,NA,NA,NA
"13-Jul-2005","18:03","TELEOST",274434,1,0.216138322580645,0.0225594374193549,30.8999654193548,19.9166953006452,18.1576046129032,7.25367470709678,194,103.197870733741,6.2405,278.5,0.439,0.964,0.4105,0.517,0.0755,NA
"13-Jul-2005","18:03","TELEOST",274433,5,0.24822135483871,0.0511977651612903,NA,NA,NA,NA,NA,NA,NA,NA,0.4555,0.8555,0.4165,0.869,0.0775,NA
"13-Jul-2005","18:03","TELEOST",274432,10,0.318983225806452,0.0692311741935485,NA,NA,NA,NA,NA,NA,NA,NA,0.44,0.653,0.471,0.4095,0.051,NA
"13-Jul-2005","18:03","TELEOST",274431,20,0.301261935483871,0.101602064516129,NA,NA,NA,NA,NA,NA,NA,NA,0.4475,0.9175,0.5415,0.697,0.0565,NA
"13-Jul-2005","18:03","TELEOST",274430,30,0.496196129032258,0.236283870967742,NA,NA,NA,NA,NA,NA,NA,NA,1.0235,1.603,0.846,0.944,0.1095,NA
"13-Jul-2005","18:03","TELEOST",274429,40,NA,NA,NA,NA,NA,NA,NA,90.8463814037222,7.0095,313,NA,NA,NA,NA,NA,NA
"13-Jul-2005","18:03","TELEOST",274428,50,0.354425806451613,0.187609393548387,NA,NA,NA,NA,NA,NA,NA,NA,4.045,4.5335,0.959,1.7115,0.2405,NA
"13-Jul-2005","18:03","TELEOST",274427,75,0.0878061935483871,0.157173086451613,NA,NA,NA,NA,NA,NA,NA,NA,7.9875,7.6295,1.159,0.7275,0.1825,NA
"13-Jul-2005","18:03","TELEOST",274426,100,0.17054664516129,0.13306015483871,NA,NA,NA,NA,NA,NA,NA,NA,6.5955,6.318,1.029,1.2895,0.0975,NA
"13-Jul-2005","18:03","TELEOST",274425,162,0.0287058709677419,0.103206049032258,NA,NA,NA,NA,NA,69.9539946004524,4.855,217,12.575,12.908,1.329,0.5615,0.098,NA
"27-Jul-2005","05:29","TELEOST",274914,1,0.301261935483871,0.101602064516129,33.8987012903226,18.0958707096774,28.5638206451613,11.6851153548387,208,107.991643235255,6.905,308,0.442,0.6585,0.293,0.1705,0.048,NA
"27-Jul-2005","05:29","TELEOST",274913,5,0.336704516129032,0.0661594838709679,NA,NA,NA,NA,NA,NA,NA,NA,0.4685,0.846,0.4005,0.4955,0.0535,NA
"27-Jul-2005","05:29","TELEOST",274912,10,0.318983225806452,0.0912055741935485,NA,NA,NA,NA,NA,NA,NA,NA,0.471,0.652,0.3545,0.655,0.0565,NA
"27-Jul-2005","05:29","TELEOST",274911,20,0.771770322580645,0.287032877419355,NA,NA,NA,NA,NA,NA,NA,NA,0.474,0.2415,0.4285,0.4575,0.0575,NA
"27-Jul-2005","05:29","TELEOST",274910,30,0.935976774193549,0.387527225806452,NA,NA,NA,NA,NA,NA,NA,NA,0.7725,1.499,0.618,0.589,0.097,NA
"27-Jul-2005","05:29","TELEOST",274909,40,0.531638709677419,0.288738890322581,NA,NA,NA,NA,NA,91.4209007032386,7.007,313,3.174,3.51,0.835,0.535,0.2005,NA
"27-Jul-2005","05:29","TELEOST",274908,50,0.271726451612903,0.153111948387097,NA,NA,NA,NA,NA,NA,NA,NA,6.9255,6.6125,1.0845,0.3055,0.0845,NA
"27-Jul-2005","05:29","TELEOST",274907,75,0.0378361290322581,0.064744670967742,NA,NA,NA,NA,NA,NA,NA,NA,8.0325,8.37,1.1005,0.361,0.074,NA
"27-Jul-2005","05:29","TELEOST",274906,100,0.0250103225806452,0.0568952774193549,NA,NA,NA,NA,NA,NA,NA,NA,8.777,8.4335,1.099,0.6625,0.0795,NA
"27-Jul-2005","05:29","TELEOST",274905,181,0.00897806451612903,0.051457135483871,NA,NA,NA,NA,NA,62.1456291888624,4.1445,185.5,15.522,15.045,1.4465,0.214,0.102,NA
"17-Aug-2005","13:20","SAMBRO",261010,1,0.431218064516129,0.330561135483871,33.8866996774194,28.4858497225807,27.6895161290323,20.0974790709678,229,82.8400687775867,5.706,255,0.0415,0.997,0.1005,0.2215,0.0725,NA
"17-Aug-2005","13:20","SAMBRO",261009,5,0.54936,0.3735648,NA,NA,NA,NA,NA,NA,NA,NA,0.0405,1.04,0.1145,0.179,0.0675,NA
"17-Aug-2005","13:20","SAMBRO",261008,10,0.767922580645161,0.594490219354839,NA,NA,NA,NA,NA,NA,NA,NA,0.0245,0.8975,0.192,0.474,0.0645,NA
"17-Aug-2005","13:20","SAMBRO",261007,20,0.73248,0.6079584,NA,NA,NA,NA,NA,NA,NA,NA,0.1,1.248,0.4125,0.419,0.079,NA
"17-Aug-2005","13:20","SAMBRO",261006,30,0.73248,0.4321632,NA,NA,NA,NA,NA,NA,NA,NA,1.67,2.2775,0.6135,0.6105,0.158,NA
"17-Aug-2005","13:20","SAMBRO",261005,40,0.189027096774194,0.155238503225806,NA,NA,NA,NA,NA,87.095205619493,6.69,298.5,5.7245,5.427,0.757,0.8365,0.185,NA
"17-Aug-2005","13:20","SAMBRO",261004,50,0.324890322580645,0.202495277419355,NA,NA,NA,NA,NA,NA,NA,NA,7.207,5.9505,0.92,0.278,0.1115,NA
"17-Aug-2005","13:20","SAMBRO",261003,75,0.0320830322580645,0.0767966477419355,NA,NA,NA,NA,NA,NA,NA,NA,9.401,9.6775,1.0425,0.151,0.082,NA
"17-Aug-2005","13:20","SAMBRO",261002,100,0.0337716129032258,0.0730142270967742,NA,NA,NA,NA,NA,NA,NA,NA,9.6455,9.12,1.073,0.11,0.0845,NA
"17-Aug-2005","13:20","SAMBRO",261001,140,0.011820064516129,0.078215055483871,NA,NA,NA,NA,NA,88.428541467909,4.892,218.5,13.27,12.541,1.1555,0.283,0.1105,NA
"05-Oct-2005","13:37","SAMBRO",261020,1,0.336704516129032,0.161381883870968,21.8154977419355,17.3666102580645,17.7713470967742,10.5856081032258,278,88.2774181413734,4.928,220.5,0.0375,0.7765,0.151,0,0.051,NA
"05-Oct-2005","13:37","SAMBRO",261019,5,0.342611612903226,0.162799587096774,NA,NA,NA,NA,NA,NA,NA,NA,0.0445,0.8815,0.163,0.1345,0.059,NA
"05-Oct-2005","13:37","SAMBRO",261018,10,0.342611612903226,0.148149987096774,NA,NA,NA,NA,NA,NA,NA,NA,0.0425,0.7075,0.152,0.313,0.059,NA
"05-Oct-2005","13:37","SAMBRO",261017,20,0.395775483870968,0.212182916129032,NA,NA,NA,NA,NA,NA,NA,NA,0.0365,2.3585,0.1965,0.013,0.055,NA
"05-Oct-2005","13:37","SAMBRO",261016,30,0.543452903225806,0.320873496774194,NA,NA,NA,NA,NA,NA,NA,NA,3.543,3.448,0.6955,0.5925,0.2135,NA
"05-Oct-2005","13:37","SAMBRO",261015,40,0.271726451612903,0.233684748387097,NA,NA,NA,NA,NA,85.6916130128242,6.5575,292.5,5.5465,4.792,0.8015,0.0755,0.1325,NA
"05-Oct-2005","13:37","SAMBRO",261014,50,0.108069161290323,0.118065558709677,NA,NA,NA,NA,NA,NA,NA,NA,7.115,7.026,0.896,0.0815,0.1245,NA
"05-Oct-2005","13:37","SAMBRO",261013,75,0.0422145161290323,0.0729466838709678,NA,NA,NA,NA,NA,NA,NA,NA,8.9885,9.026,1.0245,0.212,0.081,NA
"05-Oct-2005","13:37","SAMBRO",261012,100,0.0337716129032258,0.0709203870967742,NA,NA,NA,NA,NA,NA,NA,NA,9.6945,10.156,1.052,0.2075,0.075,NA
"05-Oct-2005","13:37","SAMBRO",261011,150,0.0270172903225806,0.0588301496774194,NA,NA,NA,NA,NA,80.599060585438,5.45,243,12.031,12.0025,1.1255,0.1835,0.077,NA
"17-Oct-2005","19:35","HUDSON",294510,1,0.826993548387097,0.293700851612903,34.9458516129032,17.9945323870968,30.8383870967742,12.0665729032258,290,98.167333363109,5.7625,257.5,0.5265,0.9805,0.301,0.622,0.0765,NA
"17-Oct-2005","19:35","HUDSON",294509,5,0.826993548387097,0.271726451612903,NA,NA,NA,NA,NA,NA,NA,NA,0.5215,0.991,0.2755,0.563,0.078,NA
"17-Oct-2005","19:35","HUDSON",294508,10,0.838807741935484,0.289211458064516,NA,NA,NA,NA,NA,NA,NA,NA,0.535,0.9705,0.285,0.558,0.0815,NA
"17-Oct-2005","19:35","HUDSON",294507,20,0.838807741935484,0.274561858064516,NA,NA,NA,NA,NA,NA,NA,NA,0.634,0.9635,0.2815,0.6545,0.1045,NA
"17-Oct-2005","19:35","HUDSON",294506,30,0.791550967741935,0.307169032258065,NA,NA,NA,NA,NA,NA,NA,NA,0.5795,0.9585,0.279,1.1215,0.108,NA
"17-Oct-2005","19:35","HUDSON",294505,40,0.168858064516129,0.149405615483871,NA,NA,NA,NA,NA,92.1368503444526,6.507,290.5,3.0765,3.3935,0.824,0.2005,0.1335,NA
"17-Oct-2005","19:35","HUDSON",294504,50,0.070541935483871,0.0964500645161291,NA,NA,NA,NA,NA,NA,NA,NA,6.3255,6.4315,1.0955,0.399,0.072,NA
